Site,Date_Time,DO
101E,2023-05-25 08:50:00,9.53
101E,2023-06-01 08:50:00,9.44
101E,2023-06-09 09:00:00,9.28
101E,2023-06-15 08:30:00,8.31
101E,2023-06-21 08:30:00,8.81
101E,2023-06-26 06:59:00,7.87
101E,2023-06-30 07:10:00,8.28
101E,2023-06-30 07:12:00,8.27
101E,2023-07-06 07:20:00,8.12
101E,2023-07-12 07:23:00,7.9
101E,2023-07-12 07:24:00,7.87
101E,2023-07-19 07:30:00,7.97
101E,2023-07-21 07:58:00,7.88
101E,2023-08-03 08:12:00,7.87
101E,2023-08-11 07:14:00,7.86
101E,2023-08-11 07:15:00,7.85
101E,2023-08-15 07:32:00,7.73
101E,2023-08-23 07:17:00,8.16
103E,2023-05-26 08:25:00,10
103E,2023-06-01 06:50:00,8
103E,2023-06-01 07:20:00,7
103E,2023-06-06 07:00:00,9
103E,2023-06-06 07:50:00,8
103E,2023-06-10 08:20:00,8
103E,2023-06-10 08:45:00,7
103E,2023-06-15 06:45:00,7
103E,2023-06-15 07:15:00,6
103E,2023-06-21 08:30:00,7
103E,2023-06-21 09:00:00,6
103E,2023-06-27 07:25:00,8
103E,2023-06-27 07:55:00,6
103E,2023-06-30 06:40:00,7
103E,2023-06-30 07:10:00,6
103E,2023-07-06 08:10:00,6.5
103E,2023-07-06 08:40:00,6.5
103E,2023-07-12 08:15:00,6
103E,2023-07-12 08:40:00,6.5
103E,2023-07-19 06:55:00,14
103E,2023-07-19 07:20:00,5
103E,2023-07-20 06:40:00,10
103E,2023-07-22 08:30:00,5
103E,2023-07-22 09:00:00,9
103E,2023-07-28 06:35:00,6
103E,2023-07-28 07:00:00,4
103E,2023-08-03 08:55:00,6
103E,2023-08-03 09:10:00,6
103E,2023-08-10 07:35:00,7
103E,2023-08-10 08:10:00,6
103E,2023-08-16 08:20:00,5.5
103E,2023-08-16 08:45:00,5
103E,2023-08-24 08:10:00,9
103E,2023-08-24 08:37:00,6
103E,2023-08-29 08:10:00,5.5
103E,2023-08-29 08:40:00,6
103E,2023-09-02 08:15:00,6
103E,2023-09-02 08:45:00,7.5
103E,2023-09-07 08:20:00,6
103E,2023-09-07 08:45:00,5.5
103E,2023-09-12 07:45:00,7
103E,2023-09-12 08:20:00,5.5
103E,2023-09-17 08:45:00,6.5
103E,2023-09-17 09:15:00,6.5
103E,2023-09-22 08:00:00,8
103E,2023-09-22 08:20:00,7
104E,2023-05-26 07:00:00,6.5
104E,2023-06-01 07:40:00,7.5
104E,2023-06-01 08:00:00,7.5
104E,2023-06-06 07:20:00,7.5
104E,2023-06-10 07:30:00,7
104E,2023-06-15 07:15:00,6
104E,2023-06-15 07:50:00,6.5
104E,2023-06-21 07:20:00,7
104E,2023-06-27 07:12:00,6
104E,2023-06-27 07:35:00,6
104E,2023-07-01 07:16:00,6.5
104E,2023-07-01 07:40:00,6
104E,2023-07-06 07:25:00,5
104E,2023-07-12 07:08:00,5.5
104E,2023-07-18 07:30:00,6.5
104E,2023-07-22 09:30:00,6
104E,2023-07-28 07:00:00,4.5
104E,2023-08-03 07:29:00,6
104E,2023-08-10 07:20:00,7
104E,2023-08-16 07:10:00,6
104E,2023-08-24 07:30:00,6.5
104E,2023-08-29 07:30:00,6
104E,2023-08-29 07:46:00,6
104E,2023-09-02 07:10:00,6.5
104E,2023-09-07 07:30:00,6
104E,2023-09-13 07:21:00,5.5
104E,2023-09-13 07:40:00,4
106E,2023-05-26 08:35:00,8
106E,2023-05-31 07:34:00,7.25
106E,2023-05-31 07:35:00,6.39
106E,2023-06-05 07:30:00,7.51
106E,2023-06-05 07:35:00,7.49
106E,2023-06-09 07:03:00,7.37
106E,2023-06-09 07:05:00,7.33
106E,2023-06-14 07:19:00,6.63
106E,2023-06-14 07:20:00,6.16
106E,2023-06-20 07:05:00,6.39
106E,2023-06-20 07:06:00,6.35
106E,2023-06-26 07:22:00,6.4
106E,2023-06-26 07:23:00,6.17
106E,2023-06-30 07:35:00,5.97
106E,2023-06-30 07:40:00,5.86
106E,2023-07-05 07:10:00,4.65
106E,2023-07-11 07:42:00,5.61
106E,2023-07-11 07:43:00,3.94
106E,2023-07-18 07:34:00,5.94
106E,2023-07-18 07:35:00,5.55
106E,2023-07-21 07:36:00,6.63
106E,2023-07-21 07:37:00,5.63
106E,2023-07-28 07:07:00,4.78
106E,2023-07-28 07:08:00,4.3
106E,2023-08-02 07:18:00,5.49
106E,2023-08-02 07:19:00,5.52
106E,2023-08-10 07:46:00,6.78
106E,2023-08-10 07:47:00,6
106E,2023-08-16 08:26:00,5.13
106E,2023-08-16 08:27:00,5.15
106E,2023-08-23 07:36:00,6.67
106E,2023-08-23 07:37:00,6.21
107EA,2023-05-26 07:45:00,7.86
107EA,2023-05-31 07:06:00,7.76
107EA,2023-05-31 07:10:00,7.77
107EA,2023-06-05 07:02:00,7.42
107EA,2023-06-05 07:04:00,7.39
107EA,2023-06-09 06:37:00,7.35
107EA,2023-06-09 06:39:00,7.31
107EA,2023-06-14 06:50:00,7.02
107EA,2023-06-14 06:51:00,7.04
107EA,2023-06-20 06:37:00,6.88
107EA,2023-06-26 06:32:00,6.68
107EA,2023-06-26 06:33:00,6.57
107EA,2023-06-30 06:45:00,6.46
107EA,2023-06-30 06:46:00,6.46
107EA,2023-07-05 06:40:00,5.14
107EA,2023-07-12 06:55:00,6.13
107EA,2023-07-18 07:03:00,5.15
107EA,2023-07-18 07:04:00,5.16
107EA,2023-07-21 07:06:00,6.14
107EA,2023-07-21 07:08:00,5.45
107EA,2023-07-28 06:40:00,5.47
107EA,2023-07-28 06:41:00,5.44
107EA,2023-08-02 06:34:00,5.72
107EA,2023-08-02 06:35:00,4.72
107EA,2023-08-10 07:05:00,5.92
107EA,2023-08-10 07:06:00,5.83
107EA,2023-08-16 07:58:00,5.77
107EA,2023-08-16 07:59:00,5.7
107EA,2023-08-23 06:43:00,6.25
109E,2023-05-26 06:31:00,7.5
109E,2023-05-26 06:50:00,8.5
109EA,2023-06-01 06:55:00,9
109EA,2023-06-02 07:55:00,8
109EA,2023-06-02 08:14:00,8.5
109EA,2023-06-06 07:06:00,8
109EA,2023-06-06 07:25:00,8
109EA,2023-06-11 06:29:00,6
109EA,2023-06-11 06:49:00,7
109EA,2023-06-15 06:10:00,9
109EA,2023-06-15 06:38:00,8.5
109EA,2023-06-21 06:57:00,7
109EA,2023-06-21 07:30:00,7.5
109EA,2023-06-28 07:10:00,8
109EA,2023-06-28 07:40:00,8
109EA,2023-07-01 07:26:00,7.5
109EA,2023-07-01 07:40:00,7
109EA,2023-07-06 06:19:00,5
109EA,2023-07-06 06:39:00,5.5
109EA,2023-07-12 06:55:00,7
109EA,2023-07-12 07:25:00,7
109EA,2023-07-18 06:20:00,7
109EA,2023-07-18 07:00:00,7
109EA,2023-07-22 06:00:00,7.5
109EA,2023-07-22 06:15:00,7.5
109EA,2023-07-22 06:30:00,7.5
109EA,2023-07-22 06:42:00,8
109EA,2023-07-22 06:47:00,8.25
109EA,2023-07-22 06:52:00,8.5
109EA,2023-07-28 06:22:00,7
109EA,2023-07-28 06:38:00,6.5
109EA,2023-08-03 07:05:00,6
109EA,2023-08-03 07:23:00,6
109EA,2023-08-10 07:45:00,6
109EA,2023-08-10 08:01:00,6.5
109EA,2023-08-17 07:10:00,7
109EA,2023-08-17 07:35:00,7
109EA,2023-08-24 08:00:00,8.5
109EA,2023-08-24 08:40:00,8
109EA,2023-08-30 07:20:00,9.5
109EA,2023-08-30 07:26:00,9.5
109EA,2023-09-02 08:15:00,7.5
109EA,2023-09-02 08:36:00,7
109EA,2023-09-07 07:30:00,6.5
109EA,2023-09-07 07:51:00,6.5
109EA,2023-09-13 07:54:00,8
109EA,2023-09-13 08:15:00,7.5
109EA,2023-09-18 07:45:00,8
109EA,2023-09-18 08:20:00,8.5
109EA,2023-09-23 07:20:00,9
109EA,2023-09-23 08:00:00,10
111W,2023-05-27 08:46:00,8.5
111W,2023-05-27 09:11:00,9
111W,2023-06-01 08:11:00,9
111W,2023-06-01 08:33:00,9.5
111W,2023-06-06 07:48:00,9
111W,2023-06-06 08:12:00,9.5
111W,2023-06-10 07:50:00,8
111W,2023-06-10 08:10:00,8.5
111W,2023-06-15 07:48:00,8.5
111W,2023-06-15 08:11:00,8.5
111W,2023-06-21 07:36:00,8.5
111W,2023-06-21 07:58:00,8.5
111W,2023-06-27 07:54:00,8.5
111W,2023-06-27 08:09:00,8.5
111W,2023-07-01 07:55:00,8.5
111W,2023-07-01 08:08:00,8.5
111W,2023-07-06 07:53:00,8
111W,2023-07-06 08:00:00,8.5
111W,2023-07-12 07:55:00,8
111W,2023-07-12 08:11:00,8
111W,2023-07-18 07:23:00,7.5
111W,2023-07-18 07:38:00,7.5
111W,2023-07-22 07:31:00,7
111W,2023-07-22 07:47:00,7.25
111W,2023-07-22 07:47:00,7.5
111W,2023-07-22 08:03:00,7.5
111W,2023-07-22 08:03:00,7.5
111W,2023-07-22 08:19:00,7.5
111W,2023-07-28 07:29:00,6.5
111W,2023-07-28 07:46:00,6.5
111W,2023-08-03 07:54:00,9
111W,2023-08-03 08:12:00,8.5
111W,2023-08-10 07:40:00,7
111W,2023-08-10 07:54:00,7
111W,2023-08-16 07:29:00,7.5
111W,2023-08-16 07:46:00,8
111W,2023-08-24 08:16:00,7.5
111W,2023-08-24 08:32:00,8
111W,2023-08-29 07:46:00,9
111W,2023-08-29 08:02:00,8.5
111W,2023-09-02 07:51:00,8.5
111W,2023-09-02 08:06:00,8.5
111W,2023-09-07 07:47:00,6.5
111W,2023-09-07 08:02:00,7
111W,2023-09-13 07:11:00,8.5
111W,2023-09-13 07:31:00,8
111W,2023-09-18 08:21:00,8
111W,2023-09-18 08:37:00,8
111W,2023-09-23 07:45:00,9
111W,2023-09-23 08:06:00,9
112W,2023-06-02 06:30:00,7
112W,2023-06-06 06:20:00,7
112W,2023-06-10 07:00:00,7
112W,2023-06-15 06:10:00,7
112W,2023-06-21 06:05:00,6.5
112W,2023-06-27 06:30:00,6.5
112W,2023-07-01 09:00:00,7
112W,2023-07-06 06:15:00,5.5
112W,2023-07-13 06:20:00,7
112W,2023-07-18 06:20:00,5
112W,2023-07-23 07:05:00,6
112W,2023-07-23 07:15:00,6.25
112W,2023-07-23 07:25:00,6.5
112W,2023-07-28 06:20:00,6.5
112W,2023-08-03 06:10:00,5.5
112W,2023-08-10 06:10:00,6
112W,2023-08-16 06:10:00,5
112W,2023-08-24 06:00:00,6.5
112W,2023-08-29 06:15:00,6.5
112W,2023-09-02 07:15:00,5.5
112W,2023-09-07 06:15:00,6
112W,2023-09-13 06:10:00,5
112W,2023-09-14 06:15:00,6
112W,2023-09-23 07:35:00,6.5
114W,2023-06-07 08:49:00,8
114W,2023-06-10 08:30:00,8
114W,2023-06-15 08:47:00,6.5
114W,2023-06-15 09:08:00,
114W,2023-06-21 07:02:00,7.5
114W,2023-06-28 08:30:00,7
114W,2023-07-02 08:15:00,7
114W,2023-07-02 08:40:00,7
114W,2023-07-06 08:20:00,6.5
114W,2023-07-13 08:38:00,7
114W,2023-07-18 08:40:00,6
114W,2023-07-18 08:56:00,6
114W,2023-07-22 08:40:00,5.5
114W,2023-07-22 08:47:00,5.5
114W,2023-07-22 08:55:00,5.5
114W,2023-07-27 08:20:00,6
114W,2023-08-03 08:38:00,6
114W,2023-08-03 08:55:00,5.5
114W,2023-08-11 08:52:00,6
114W,2023-09-03 08:06:00,6.5
114W,2023-09-13 08:30:00,7
114W,2023-09-13 08:51:00,6.5
AB1,2023-05-26 06:07:00,9
AB1,2023-06-01 06:07:00,8
AB1,2023-06-01 06:27:00,8
AB1,2023-06-06 06:00:00,5
AB1,2023-06-09 06:08:00,7
AB1,2023-06-15 06:08:00,8.5
AB1,2023-06-15 06:26:00,10
AB1,2023-06-21 06:08:00,7
AB1,2023-06-29 06:12:00,7.5
AB1,2023-06-29 06:31:00,7
AB1,2023-07-01 07:19:00,7.5
AB1,2023-07-01 07:37:00,6
AB1,2023-07-06 06:15:00,6
AB1,2023-07-11 06:26:00,7
AB1,2023-07-11 06:55:00,7.5
AB1,2023-07-18 06:24:00,5
AB1,2023-07-22 06:58:00,6
AB1,2023-07-22 07:09:00,6.25
AB1,2023-07-22 07:20:00,6.5
AB1,2023-07-28 06:22:00,6.5
AB1,2023-07-28 06:51:00,7
AB1,2023-08-03 06:11:00,6
AB1,2023-08-11 07:05:00,6.5
AB1,2023-08-16 06:55:00,7.5
AB1,2023-08-16 07:10:00,5
AB1,2023-08-25 08:48:00,5.5
AB1,2023-08-29 06:09:00,6
AB1,2023-08-29 06:28:00,6
AB1,2023-09-02 06:45:00,6.5
AB1,2023-09-07 06:15:00,7
AB1,2023-09-13 06:15:00,7
AB1,2023-09-13 06:32:00,6.5
AB1,2023-09-17 07:26:00,6
AB1,2023-09-23 08:00:00,8
AB1A,2023-05-31 08:31:00,5.82
AB1A,2023-06-05 08:32:00,6.43
AB1A,2023-06-05 08:35:00,6.43
AB1A,2023-06-09 07:45:00,7.11
AB1A,2023-06-14 07:57:00,3.6
AB1A,2023-06-14 07:59:00,3.59
AB1A,2023-06-20 07:44:00,4
AB1A,2023-06-26 07:59:00,5.76
AB1A,2023-06-30 08:00:00,3.19
AB1A,2023-07-05 07:47:00,8.42
AB1A,2023-07-11 08:19:00,7.89
AB1A,2023-07-13 09:25:00,
AB1A,2023-07-18 08:14:00,7.8
AB1A,2023-07-18 08:16:00,2.39
AB1A,2023-07-21 08:32:00,3.33
AB1A,2023-07-27 07:35:00,
AB1A,2023-07-28 07:49:00,3.62
AB1A,2023-07-28 07:50:00,0.58
AB1A,2023-07-28 07:50:00,0.56
AB1A,2023-07-28 07:51:00,3.935
AB1A,2023-07-28 07:51:00,0.6
AB1A,2023-07-28 07:53:00,4.25
AB1A,2023-08-02 07:57:00,2.39
AB1A,2023-08-02 07:58:00,2.43
AB1A,2023-08-09 07:52:00,
AB1A,2023-08-10 08:23:00,7.06
AB1A,2023-08-10 08:24:00,1.34
AB1A,2023-08-16 08:58:00,1.65
AB1A,2023-08-16 08:59:00,1.46
AB1A,2023-08-17 12:33:00,
AB1A,2023-08-23 08:10:00,1.05
AB2,2023-05-26 06:30:00,8
AB2,2023-05-26 07:00:00,6.5
AB2,2023-06-01 06:00:00,7
AB2,2023-06-01 06:25:00,8.5
AB2,2023-06-06 06:35:00,7
AB2,2023-06-06 06:45:00,6
AB2,2023-06-10 06:32:00,7
AB2,2023-06-10 07:00:00,6
AB2,2023-06-14 07:30:00,7
AB2,2023-06-14 07:35:00,7
AB2,2023-06-21 06:55:00,5.5
AB2,2023-06-21 07:17:00,5.5
AB2,2023-06-27 08:00:00,7
AB2,2023-06-27 08:15:00,5.5
AB2,2023-07-01 06:30:00,9
AB2,2023-07-01 06:50:00,7
AB2,2023-07-06 07:15:00,5.5
AB2,2023-07-06 07:45:00,3.5
AB2,2023-07-12 06:20:00,6
AB2,2023-07-12 06:35:00,6.5
AB2,2023-07-13 08:40:00,
AB2,2023-07-17 07:10:00,4
AB2,2023-07-17 07:20:00,6
AB2,2023-07-22 06:30:00,6
AB2,2023-07-22 06:45:00,5
AB2,2023-07-27 06:46:00,
AB2,2023-07-28 06:40:00,5
AB2,2023-07-28 07:00:00,4
AB2,2023-08-04 06:35:00,5
AB2,2023-08-04 07:00:00,6
AB2,2023-08-09 06:13:00,
AB2,2023-08-11 06:35:00,5
AB2,2023-08-11 06:55:00,5.5
AB2,2023-08-16 06:25:00,5
AB2,2023-08-16 06:45:00,5
AB2,2023-08-17 11:52:00,
AB2,2023-08-24 06:30:00,8
AB2,2023-08-24 06:55:00,6
AB2,2023-08-28 06:35:00,7
AB2,2023-08-28 06:55:00,6.5
AB2,2023-09-02 06:35:00,5
AB2,2023-09-02 06:55:00,5.5
AB2,2023-09-07 06:40:00,6.5
AB2,2023-09-07 07:30:00,6
AB2,2023-09-13 06:25:00,8
AB2,2023-09-13 06:50:00,5.5
AB2,2023-09-19 08:05:00,5.5
AB2,2023-09-19 08:25:00,5
AB2,2023-09-22 06:35:00,6.5
AB2,2023-09-22 06:55:00,4.5
AB3,2023-06-06 07:55:00,5.5
AB3,2023-06-06 08:10:00,6.5
AB3,2023-06-11 08:10:00,4
AB3,2023-06-15 07:55:00,5.5
AB3,2023-06-15 08:05:00,5.5
AB3,2023-06-21 08:36:00,6
AB3,2023-06-21 08:45:00,6
AB3,2023-06-26 07:10:00,5
AB3,2023-06-26 07:20:00,5.5
AB3,2023-07-01 07:40:00,
AB3,2023-07-01 07:54:00,6.5
AB3,2023-07-06 07:44:00,
AB3,2023-07-06 07:58:00,4
AB3,2023-07-11 07:25:00,6.5
AB3,2023-07-11 07:40:00,4.5
AB3,2023-07-13 08:25:00,
AB3,2023-07-22 08:03:00,5.5
AB3,2023-07-22 08:15:00,6
AB3,2023-07-27 06:33:00,
AB3,2023-07-27 06:33:00,
AB3,2023-07-27 06:39:00,
AB3,2023-07-29 07:40:00,4.5
AB3,2023-07-29 07:50:00,5
AB3,2023-08-03 07:25:00,5.5
AB3,2023-08-03 07:37:00,5.5
AB3,2023-08-09 06:00:00,
AB3,2023-08-11 07:55:00,4
AB3,2023-08-11 08:10:00,4
AB3,2023-08-17 11:41:00,
AB3,2023-08-24 07:45:00,7
AB3,2023-08-29 07:45:00,6
AB3,2023-08-29 07:55:00,5
AB3,2023-09-03 07:05:00,6.5
AB3,2023-09-03 07:15:00,5.5
AB3,2023-09-07 07:55:00,5.5
AB3,2023-09-07 08:07:00,6
AB3,2023-09-13 08:35:00,6.5
AB3,2023-09-13 08:50:00,6
AB3,2023-09-17 07:35:00,5
AB3,2023-09-17 07:45:00,5
AB4,2023-05-25 06:21:00,7.6
AB4,2023-05-25 06:22:00,7.48
AB4,2023-05-31 06:42:00,7.54
AB4,2023-05-31 06:43:00,7.49
AB4,2023-06-05 06:41:00,6.69
AB4,2023-06-05 06:42:00,6.58
AB4,2023-06-08 06:38:00,7.15
AB4,2023-06-08 06:39:00,6.97
AB4,2023-06-14 06:12:00,6.41
AB4,2023-06-14 06:13:00,6.42
AB4,2023-06-20 06:31:00,6.79
AB4,2023-06-20 06:32:00,6.57
AB4,2023-06-26 06:41:00,6.09
AB4,2023-06-26 06:42:00,5.61
AB4,2023-07-13 08:07:00,
AB4,2023-07-13 08:07:00,
AB4,2023-07-13 08:09:00,
AB4,2023-07-27 06:22:00,
AB4,2023-08-09 05:50:00,
AB4,2023-08-17 11:31:00,
AB4,2023-09-06 07:13:00,6.5
AB4,2023-09-06 07:14:00,4.76
AB4,2023-09-27 07:42:00,6.29
AB4,2023-09-27 07:43:00,6.47
AB6,2023-07-13 09:01:00,
AB6,2023-07-27 06:58:00,
AB6,2023-08-09 06:25:00,
AB6,2023-08-17 12:01:00,
AB6A,2023-06-07 08:31:00,7.12
AB6A,2023-06-07 08:34:00,7.31
AB6A,2023-06-09 08:10:00,6.94
AB6A,2023-06-09 08:12:00,6.95
AB6A,2023-06-15 08:25:00,
AB6A,2023-06-15 08:55:00,
AB6A,2023-06-21 07:55:00,6
AB6A,2023-06-21 08:20:00,7.5
AB6A,2023-06-27 08:30:00,8
AB6A,2023-06-27 08:50:00,8.5
AB6A,2023-07-01 07:57:00,10
AB6A,2023-07-01 08:35:00,10.5
AB6A,2023-07-07 07:50:00,7
AB6A,2023-07-07 08:10:00,6
AB6A,2023-07-12 06:30:00,6
AB6A,2023-07-12 06:50:00,6.5
AB6A,2023-07-18 07:40:00,7.5
AB6A,2023-07-18 07:58:00,7.5
AB6A,2023-07-23 07:30:00,7.5
AB6A,2023-07-23 07:37:00,7.25
AB6A,2023-07-23 07:45:00,7
AB6A,2023-07-23 08:02:00,6.5
AB6A,2023-07-23 08:08:00,6.5
AB6A,2023-07-23 08:15:00,6.5
AB6A,2023-07-28 08:20:00,6
AB6A,2023-07-28 08:40:00,5.5
AB6A,2023-08-03 08:15:00,8
AB6A,2023-08-03 08:35:00,8
AB6A,2023-08-10 07:30:00,7
AB6A,2023-08-10 07:50:00,6.5
AB6A,2023-08-16 07:30:00,7
AB6A,2023-08-16 07:35:00,6.5
AB6A,2023-08-24 07:55:00,8
AB6A,2023-08-24 08:15:00,8
AB6A,2023-08-29 08:25:00,6.5
AB6A,2023-08-29 08:45:00,6.5
AC1,2023-06-01 07:24:00,4.68
AC1,2023-06-16 08:52:00,4.48
AC1,2023-06-16 08:54:00,5.18
AC1,2023-06-21 08:59:00,7.61
AC1,2023-06-28 08:45:00,5.7
AC1,2023-07-07 08:47:00,5.5
AC1,2023-07-12 06:20:00,5
AC1,2023-07-13 08:00:00,
AC1,2023-07-17 07:30:00,5
AC1,2023-07-23 08:07:00,4.5
AC1,2023-07-23 08:23:00,4.5
AC1,2023-07-23 08:39:00,4.5
AC1,2023-07-27 06:02:00,
AC1,2023-07-28 06:18:00,3
AC1,2023-08-04 08:11:00,4.5
AC1,2023-08-09 05:37:00,
AC1,2023-08-11 06:23:00,5
AC1,2023-08-16 08:38:00,4.5
AC1,2023-08-17 11:41:00,
AC1,2023-08-25 06:10:00,4.5
AC1,2023-09-03 07:20:00,3
AC1,2023-09-12 06:30:00,5.5
AC1,2023-09-19 07:10:00,4.5
AC1,2023-09-23 06:00:00,6.5
AC1A,2023-05-26 08:23:00,8.31
AC1A,2023-06-01 07:50:00,7.86
AC1A,2023-06-28 08:55:00,7.05
AC2,2023-07-13 08:13:00,
AC2,2023-07-27 06:16:00,
AC2,2023-08-09 05:47:00,
AC2,2023-08-17 11:50:00,
AC3,2023-07-13 08:27:00,
AC3,2023-07-27 06:25:00,
AC3,2023-08-09 06:00:00,
AC3,2023-08-17 12:00:00,
AC4,2023-05-23 06:21:00,8.26
AC4,2023-05-23 06:22:00,8.2
AC4,2023-06-01 08:23:00,7.97
AC4,2023-06-01 08:24:00,7.25
AC4,2023-06-07 06:18:00,7.33
AC4,2023-06-07 06:19:00,7.26
AC4,2023-06-09 07:16:00,7.62
AC4,2023-06-09 07:17:00,7.05
AC4,2023-06-15 07:28:00,7.58
AC4,2023-06-15 07:29:00,7.19
AC4,2023-06-22 07:46:00,7.67
AC4,2023-06-22 07:47:00,6.49
AC4,2023-06-29 06:49:00,6.82
AC4,2023-06-29 06:50:00,6.88
AC4,2023-07-07 08:49:00,6.66
AC4,2023-07-07 08:50:00,5.91
AC4,2023-08-03 06:50:00,7.79
AC4,2023-08-03 06:52:00,4.66
AC4,2023-08-29 07:10:00,7.32
AC4,2023-08-29 07:12:00,7.21
AC4,2023-09-05 06:55:00,7.55
AC4,2023-09-05 06:58:00,7.47
AC4,2023-09-19 06:52:00,7.32
AC4,2023-09-19 06:53:00,6.46
AC4,2023-09-22 07:00:00,7.92
AC4,2023-09-22 07:01:00,7.83
AC4,2023-09-28 07:05:00,8.12
AC4,2023-09-28 07:06:00,7.98
AC4,2023-10-06 07:26:00,7.88
AC4,2023-10-06 07:27:00,7.14
AC4,2023-10-12 07:13:00,7.71
AC4,2023-10-12 07:14:00,7.65
AC5,2023-07-13 08:40:00,
AC5,2023-07-27 06:38:00,
AC5,2023-08-09 06:10:00,
AC5,2023-08-17 12:10:00,
AC5A,2023-05-26 08:58:00,8
AC5A,2023-05-26 09:00:00,7.83
AC5A,2023-06-21 08:30:00,7.27
AC5A,2023-06-21 08:34:00,6.86
AC5A,2023-06-26 07:45:00,6.75
AC5A,2023-06-26 07:48:00,6.51
AC5A,2023-07-05 07:46:00,6.47
AC5A,2023-07-05 07:46:00,6.45
AC5A,2023-07-12 08:00:00,5.08
AC5A,2023-07-12 08:02:00,5.96
AC5A,2023-07-18 08:30:00,5.66
AC5A,2023-07-18 08:32:00,6.33
AC5A,2023-07-21 07:30:00,6.38
AC5A,2023-07-21 07:32:00,6.2
AC5A,2023-07-26 08:00:00,5.16
AC5A,2023-07-26 08:02:00,4.76
AC5A,2023-08-11 07:43:00,6.82
AC5A,2023-08-11 07:45:00,6.35
AC5A,2023-08-16 08:30:00,6.74
AC5A,2023-08-16 08:32:00,6.08
AC5A,2023-08-23 08:34:00,7.36
AC5A,2023-08-23 08:36:00,7.28
AC5A,2023-08-29 08:50:00,6.49
AC5A,2023-08-29 08:53:00,6.59
AC5A,2023-09-06 08:22:00,6.26
AC5A,2023-09-06 08:24:00,6.15
AC5A,2023-09-12 08:36:00,5.42
AC5A,2023-09-12 08:38:00,6.82
AC5A,2023-09-22 08:44:00,7.94
AC5A,2023-09-22 08:46:00,7.95
AG1,2023-05-31 07:16:00,5.49
AG1,2023-05-31 07:19:00,5.51
AG1,2023-06-15 07:38:00,5.16
AG1,2023-06-15 07:40:00,4.81
AG1,2023-06-22 07:37:00,4.18
AG1,2023-06-22 07:39:00,3.17
AG1,2023-07-06 08:35:00,6.13
AG1,2023-07-06 08:37:00,6.01
AG1,2023-07-13 09:14:00,5.69
AG1,2023-07-13 09:15:00,5.06
AG1,2023-07-19 07:45:00,5.43
AG1,2023-07-19 07:47:00,5.4
AG1,2023-07-27 07:25:00,5.32
AG1,2023-07-27 07:25:00,5.32
AG1,2023-07-27 07:26:00,5.32
AG1,2023-07-27 07:26:00,4.83
AG1,2023-08-09 07:39:00,6.18
AG1,2023-08-09 07:40:00,5.45
AG1,2023-08-15 07:46:00,4.52
AG1,2023-08-15 07:48:00,4.3
AG1,2023-08-17 11:55:00,7.7
AG1,2023-08-17 11:56:00,6.9
AG1,2023-08-31 08:50:00,5.63
AG1,2023-08-31 08:52:00,5.41
AG1,2023-09-08 08:20:00,5.45
AG1,2023-09-08 08:22:00,4.42
AG2,2023-05-31 07:45:00,6.62
AG2,2023-06-15 08:38:00,5.81
AG2,2023-06-15 08:40:00,5.78
AG2,2023-06-22 08:35:00,5.66
AG2,2023-06-27 08:50:00,4.89
AG2,2023-07-06 08:10:00,5.6
AG2,2023-07-13 08:50:00,6.28
AG2,2023-07-13 08:50:00,6.28
AG2,2023-07-13 08:51:00,6.28
AG2,2023-07-25 08:38:00,6.01
AG2,2023-07-27 08:18:00,5.5
AG2,2023-07-27 08:18:00,5.5
AG2,2023-07-27 08:19:00,5.5
AG2,2023-08-09 07:21:00,6.38
AG2,2023-08-09 07:21:00,6.38
AG2,2023-08-09 07:22:00,6.38
AG2,2023-08-15 07:25:00,5.36
AG2,2023-08-15 07:27:00,5.41
AG2,2023-08-17 12:14:00,6
AG2,2023-08-17 12:15:00,6.25
AG2,2023-08-17 12:15:00,6.25
AG2,2023-08-17 12:16:00,6.25
AG2,2023-09-08 08:08:00,5.19
AG3,2023-05-31 07:28:00,8.77
AG3,2023-07-25 08:27:00,7.45
AG3,2023-07-25 08:28:00,7.23
AG3A,2023-05-31 07:30:00,8.6
AG3A,2023-06-15 08:26:00,8.22
AG3A,2023-06-22 08:27:00,9
AG3A,2023-06-27 08:32:00,
AG3A,2023-07-01 08:30:00,
AG3A,2023-07-12 08:45:00,
AG3A,2023-07-13 09:30:00,6.75
AG3A,2023-07-13 09:30:00,6.75
AG3A,2023-07-13 09:31:00,6.75
AG3A,2023-07-19 08:31:00,
AG3A,2023-07-22 08:39:00,
AG3A,2023-07-22 08:46:00,
AG3A,2023-07-22 08:54:00,
AG3A,2023-07-27 07:45:00,7.75
AG3A,2023-07-27 07:45:00,7.75
AG3A,2023-07-27 07:46:00,7.75
AG3A,2023-07-29 08:25:00,
AG3A,2023-08-03 08:40:00,
AG3A,2023-08-09 07:55:00,7.15
AG3A,2023-08-09 07:55:00,7.15
AG3A,2023-08-09 07:56:00,7.15
AG3A,2023-08-11 08:09:00,
AG3A,2023-08-16 08:30:00,
AG3A,2023-08-17 11:39:00,7.51
AG3A,2023-08-17 11:39:00,7.51
AG3A,2023-08-17 11:40:00,7.51
AG3A,2023-08-23 07:30:00,
AG3A,2023-08-25 08:30:00,
